"Deal - ID","Person - ID","Deal - Deal created","Deal - Stage","Deal - Status","Deal - Lost reason","Deal - Nazwa kursu","Deal - Termin zakończenia kursu","Deal - Certyfikat - numer","Deal - Źródło finansowania","Person - Znaleziona praca - czy znalazł pracę","Person - Znaleziona praca - czy związana z kursem","Person - Znaleziona praca - czy się przebranżowił"
"147170","192515","2023-03-16 07:59:01","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2023-05-14","","Orange","Brak informacji","Brak informacji","Brak informacji"
"146998","168495","2023-03-15 12:58:49","Kandydaci","Open","","Business Intelligence","2023-06-04","2023/6/39","Własne","Tak","Tak","Tak"
"146916","174902","2023-03-14 14:32:37","Propozycja warsztatów","Open","","Python Developer","2023-07-09","2023/12/6","Amazon","Tak","Nie","Nie"
"146914","191733","2023-03-14 14:17:26","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Tak","Nie","Tak"
"146886","186441","2023-03-14 09:58:19","Kandydaci","Open","","Frontend Developer - Pełny kurs","2023-08-08","2023/5/16 2023/7/44","Urząd Pracy","Tak","Tak","Tak"
"146873","180667","2023-03-14 08:04:17","Propozycja warsztatów","Open","","Frontend Developer - HTML/CSS","2023-04-30","","","","",""
"146709","172528","2023-03-13 16:49:14","Propozycja warsztatów","Open","","Tester Automatyzujący","2023-05-14","2023/7/31","Amazon","Brak informacji","Brak informacji","Brak informacji"
"146694","182743","2023-03-13 15:37:55","Po warsztatach CV","Open","","Tester Automatyzujący","2023-05-14","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"146689","99236","2023-03-13 15:04:55","Symulacja 1","Lost","4.5 Urwany kontakt","Tester Oprogramowania","2023-05-07","","","Brak informacji","",""
"146650","188691","2023-03-13 11:26:45","Po warsztatach CV","Open","","Tester Oprogramowania","2023-05-14","2023/5/56","BUR","Tak","Nie","Nie"
"146644","192044","2023-03-13 10:23:00","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-08-08","2023/5/22","","","",""
"146629","130791","2023-03-13 08:06:53","Po warsztatach CV","Open","","_old_Product Owner","2023-04-30","2023/5/42","Santander","Tak","Nie","Nie"
"146623","190312","2023-03-13 08:00:21","Po warsztatach CV","Open","","_old_Product Owner","2023-04-30","","Własne","Tak","Nie","Nie"
"146459","185971","2023-03-10 13:07:03","Po warsztatach CV","Open","","Business Intelligence","2023-06-04","2023/7/45","Własne","Tak","Tak","Nie"
"146455","191741","2023-03-10 12:55:12","Propozycja warsztatów","Open","","Data Science - SQL","2023-04-16","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"146452","191739","2023-03-10 12:40:21","Propozycja warsztatów","Open","","Data Science - SQL","2023-04-16","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"146449","115299","2023-03-10 12:27:57","Po warsztatach CV","Open","","UX Designer Flexi","2023-07-09","","Santander","Tak","Nie","Nie"
"146203","189643","2023-03-09 17:43:06","Propozycja warsztatów","Open","","Data Science - SQL","2023-04-16","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"146187","189233","2023-03-09 15:02:44","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-09-10","2023/9/74; 2023/10/10","Urząd Pracy","Brak informacji","",""
"146184","189233","2023-03-09 15:00:48","Po warsztatach CV","Open","","Tester Oprogramowania","2023-05-14","2023/5/49","Urząd Pracy","Brak informacji","",""
"146175","190032","2023-03-09 13:43:08","Zakwalifikowani","Lost","4.4 Przeterminowani","Java Developer - Pełny kurs","2023-09-24","2023/9/4","Własne","","",""
"146146","148822","2023-03-09 09:32:01","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-07-30","2023/8/57","","","",""
"146139","191524","2023-03-09 08:39:41","Po warsztatach CV","Open","","Data Science - Python","2023-08-06","2023/10/12","Pracodawca","Brak informacji","",""
"146084","189618","2023-03-08 13:46:45","Po warsztatach CV","Open","","Frontend Developer - Pełny kurs","2023-08-08","2023/5/15 2023/8/32","Własne","Brak informacji","",""
"146059","182359","2023-03-08 09:30:04","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"146055","190652","2023-03-08 08:06:07","Kandydaci","Open","","Tester Oprogramowania","2023-05-14","2023/5/55","Orange","Brak informacji","Brak informacji","Brak informacji"
"146036","191387","2023-03-07 20:54:48","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"146029","162638","2023-03-07 20:19:28","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-05-14","2023/5/53","","","",""
"146020","190901","2023-03-07 19:39:47","Propozycja warsztatów","Open","","Python Developer","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"146017","191199","2023-03-07 19:26:36","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-06-11","","Amazon","Tak","Trudno powiedzieć","Brak informacji"
"145909","190307","2023-03-07 19:14:54","Propozycja warsztatów","Open","","Frontend Developer - Js&React","2023-08-08","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"145850","190307","2023-03-07 16:33:00","Propozycja warsztatów","Open","","Frontend Developer - HTML/CSS","2023-04-30","","Santander","Brak informacji","Brak informacji","Brak informacji"
"145827","191218","2023-03-07 15:30:16","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-05-07","2023/6/1","","","",""
"145817","189472","2023-03-07 13:50:52","Kandydaci","Open","","Python Developer","2023-07-09","2023/8/46","Santander","Tak","Nie","Nie"
"145807","187605","2023-03-07 12:27:57","Propozycja warsztatów","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-04-30","2023/5/39","Santander","","",""
"145804","191252","2023-03-07 12:09:27","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"145800","190957","2023-03-07 11:50:09","Propozycja warsztatów","Open","","Frontend Developer - Js&React","2023-06-25","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"145772","190118","2023-03-06 20:25:34","Propozycja warsztatów","Open","","Frontend Developer - HTML/CSS","2023-04-30","","","","",""
"145624","191225","2023-03-06 13:20:52","Po warsztatach CV","Open","","_old_Scrum Master","2023-04-30","2023/5/41","","Brak informacji","",""
"145496","188025","2023-03-03 15:22:52","Po warsztatach CV","Open","","_old_Scrum Master","2023-05-28","2023/6/21","Własne","Nie - nadal w tej samej pracy","Nie","Nie"
"145356","185229","2023-03-01 19:59:58","Po warsztatach CV","Open","","Business Intelligence","2023-06-04","2023/6/52","Własne","Brak informacji","",""
"145312","131256","2023-02-28 19:17:23","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"145295","189875","2023-02-28 14:43:42","Kandydaci","Open","","Data Science - Python","","2023/5/66 2023/9/70","","Nie - nadal w tej samej pracy","Tak","Nie"
"145293","190558","2023-02-28 14:13:40","Po warsztatach CV","Open","","Tester Oprogramowania","2023-05-07","2023/5/70","Urząd Pracy","Nie","",""
"145290","188027","2023-02-28 13:49:10","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"145246","190443","2023-02-27 18:51:20","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Business Intelligence","2023-06-04","","Orange","Brak informacji","Brak informacji","Brak informacji"
"145244","190442","2023-02-27 18:45:50","Kandydaci","Open","","Business Intelligence","2023-05-07","2023/6/22","Orange","Brak informacji","Brak informacji","Brak informacji"
"145240","188585","2023-02-27 18:36:38","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2023-05-07","2023/6/4","Orange","Brak informacji","Brak informacji","Brak informacji"
"145238","190438","2023-02-27 18:30:38","Po rozmowie 2","Open","","Business Intelligence","2023-06-04","2023/6/38","Orange","Tak","Tak","Nie"
"145234","187861","2023-02-27 18:24:25","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Business Intelligence","2023-06-04","","Orange","Brak informacji","Brak informacji","Brak informacji"
"145231","188165","2023-02-27 18:18:19","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Business Intelligence","2023-06-04","","Orange","Tak","Nie","Nie"
"145228","136681","2023-02-27 18:03:01","Po warsztatach CV","Open","","Data Science - SQL","2023-04-16","2023/5/67","Amazon","Brak informacji","",""
"145224","178244","2023-02-27 17:52:16","Po warsztatach CV","Open","","Python Developer","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"145220","125334","2023-02-27 17:42:59","Po warsztatach CV","Open","","Python Developer","2023-07-09","2023/10/30","Amazon","Brak informacji","",""
"145216","190132","2023-02-27 17:19:10","Propozycja warsztatów","Open","","UX Designer Flexi","","","Amazon","","",""
"145113","190408","2023-02-27 14:45:12","Propozycja warsztatów","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-04-30","2023/5/33","Pracodawca","","",""
"145106","190248","2023-02-27 13:32:56","Kolejka (darmowa)","Open","","","","2023/5/64","","","",""
"145090","189819","2023-02-27 10:58:54","Kolejka (darmowa)","Open","","","","2023/5/65","","","",""
"144921","186122","2023-02-24 10:27:32","Kandydaci","Open","","","","2023/5/43","","Tak","Nie","Nie"
"144814","189774","2023-02-23 16:32:15","Propozycja warsztatów","Open","","UX Designer Flexi","","","Amazon","","",""
"144751","187951","2023-02-22 16:37:36","Kolejka (darmowa)","Open","","","","","","","",""
"144743","163731","2023-02-22 15:26:24","Kandydaci","Open","","Tester Oprogramowania","2023-01-29","2023/3/14","Santander","Brak informacji","Brak informacji","Brak informacji"
"144729","189203","2023-02-22 12:09:57","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"144598","188461","2023-02-21 09:05:12","Propozycja warsztatów","Open","","Frontend Developer - HTML/CSS","2023-03-19","2023/4/14","Pracodawca","","",""
"144595","188401","2023-02-21 09:02:38","Po warsztatach CV","Open","","Frontend Developer - HTML/CSS","2023-03-19","2023/3/77 2023/6/43","Pracodawca","Nie","",""
"144592","182192","2023-02-21 08:59:29","Po warsztatach CV","Open","","Frontend Developer - HTML/CSS","2023-03-19","2023/5/9","Pracodawca","","",""
"144579","188371","2023-02-21 08:52:38","Kandydaci","Open","","_old_Scrum Master","2023-03-26","2023/5/5","","Tak","Tak","Tak"
"144576","183451","2023-02-21 08:49:15","Propozycja warsztatów","Lost","4.4 Przeterminowani","_old_Scrum Master","2023-03-26","2023/4/6","Pracodawca","","",""
"144573","189725","2023-02-21 08:35:22","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-04-09","","Pracodawca","","",""
"144570","188336","2023-02-21 08:30:43","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-04-09","2023/4/20","Pracodawca","","",""
"144567","189050","2023-02-21 08:22:28","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-04-09","","Pracodawca","","",""
"144522","186402","2023-02-20 12:55:59","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"144473","182051","2023-02-20 09:22:50","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"144472","188296","2023-02-20 09:22:49","Po warsztatach CV","Open","","_old_Scrum Master","","2023/4/28","","Tak","Nie","Nie"
"144390","189323","2023-02-17 16:39:25","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","2023/8/58","","","",""
"144377","175238","2023-02-17 12:02:41","Propozycja warsztatów","Lost","4.1 Niezainteresowany wsparciem HR","Tester Automatyzujący","2023-05-14","2023/6/49","Własne","Tak","Tak","Tak"
"144375","189317","2023-02-17 11:39:06","Po rozmowie 2","Open","","Python Developer","2023-05-28","2023/8/29","Orange","Tak","Tak","Tak"
"144364","188819","2023-02-17 10:23:24","Propozycja warsztatów","Lost","4.1 Niezainteresowany wsparciem HR","Python Developer","2023-05-28","","Własne","","",""
"144358","156346","2023-02-17 09:23:38","Po warsztatach CV","Open","","","","","","Brak informacji","",""
"144341","189240","2023-02-16 15:18:14","Po rozmowie 2","Open","","Python Developer","2023-05-28","2023/7/1","Orange","Nie - nadal w tej samej pracy","Nie","Nie"
"144337","188172","2023-02-16 15:09:32","Kandydaci","Open","","Python Developer","2023-05-28","2023/6/45","Urząd Pracy","Nie","",""
"144329","181791","2023-02-16 13:42:07","Po warsztatach CV","Open","","UX Designer","2023-06-04","2023/6/31","Urząd Pracy","Tak","Nie","Nie"
"144298","189015","2023-02-15 21:08:59","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"144295","97069","2023-02-15 20:54:17","Propozycja warsztatów","Open","","Python Developer","2023-07-09","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"144292","169275","2023-02-15 20:43:29","Propozycja warsztatów","Open","","Python Developer","2023-05-28","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"144282","169991","2023-02-15 18:21:26","Kandydaci","Open","","Data Science - SQL","2023-04-16","2023/5/69","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"144124","187448","2023-02-15 09:52:47","Po warsztatach CV","Open","","Frontend Developer - Pełny kurs","2023-06-25","","","Brak informacji","",""
"144122","188990","2023-02-15 09:47:21","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"144100","187185","2023-02-14 12:48:15","Po konsultacji CV","Lost","4.2 Nie wysyłać CV do partnerów","Tester Oprogramowania","2023-04-09","2023/5/7","Orange","Brak informacji","Brak informacji","Brak informacji"
"144097","189024","2023-02-14 12:30:32","Symulacja 2","Lost","4.4 Przeterminowani","","2023-05-28","2023/7/12","","Nie","",""
"144086","126856","2023-02-14 10:07:51","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","","","","",""
"144082","189007","2023-02-14 09:26:10","Zakwalifikowani","Lost","4.4 Przeterminowani","","2023-09-24","","","","",""
"144066","187674","2023-02-13 15:52:32","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Python Developer","2023-05-28","2023/6/28","Orange","Brak informacji","Brak informacji","Brak informacji"
"144063","188996","2023-02-13 15:11:03","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Python Developer","2023-05-28","2023/6/36","Orange","Tak","Nie","Nie"
"144057","170734","2023-02-13 13:58:58","Propozycja warsztatów","Open","","Frontend Developer - Js&React","2023-08-08","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"144054","179814","2023-02-13 13:45:38","Kandydaci","Open","","Frontend Developer - Js&React","2023-05-21","2023/6/55","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"144051","188560","2023-02-13 13:32:28","Propozycja warsztatów","Open","","Python Developer","2023-05-28","2023/6/54","Amazon","Brak informacji","Brak informacji","Brak informacji"
"144047","188564","2023-02-13 13:13:56","Propozycja warsztatów","Open","","Python Developer","2023-05-28","2024/4/3","Amazon","Nie - nadal w tej samej pracy","Tak","Nie"
"144042","174951","2023-02-13 12:41:22","Propozycja warsztatów","Open","","UX Designer Flexi","2023-05-21","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"144037","157141","2023-02-13 11:51:50","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-06-04","","Pracodawca","","",""
"144029","175209","2023-02-13 10:27:41","Po warsztatach CV","Open","","UX Designer","2023-06-04","2023/6/30","Urząd Pracy","Tak","Nie","Nie"
"144026","158142","2023-02-13 10:16:13","Po warsztatach CV","Open","","","","","","Brak informacji","",""
"144019","187556","2023-02-13 09:11:53","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-06-25","2023/5/58 2023/6/34","","","",""
"144017","142022","2023-02-13 09:11:52","Zakwalifikowani","Lost","4.4 Przeterminowani","","2023-04-09","","","","",""
"143977","145455","2023-02-10 16:27:16","Odbyte konsultacje","Open","","Business Intelligence","2022-05-22","2023/3/26","Własne","Tak","Tak","Nie"
"143908","188642","2023-02-10 13:40:53","Po warsztatach CV","Open","","Tester Oprogramowania","","2023/4/23","","Brak informacji","",""
"143902","188794","2023-02-10 12:41:21","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","UX Designer","2023-06-04","","Orange","Nie - nadal w tej samej pracy","Nie","Nie"
"143895","167854","2023-02-10 09:33:56","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-06-04","","Inne","","",""
"143879","188738","2023-02-09 20:57:52","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143874","187869","2023-02-09 20:34:13","Propozycja warsztatów","Open","","Java Developer - Introduction","2023-06-11","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143847","188646","2023-02-09 13:01:05","Propozycja warsztatów","Open","","UX Designer Flexi","2023-06-11","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143844","187982","2023-02-09 12:46:22","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143841","187573","2023-02-09 12:38:06","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143834","166098","2023-02-09 10:17:29","Po warsztatach CV","Open","","_old_Scrum Master","","2023/4/26","","Nie","Nie","Nie"
"143832","188706","2023-02-09 09:36:46","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-04-09","2023/4/19","Urząd Pracy","","",""
"143830","188705","2023-02-09 09:28:11","Po warsztatach","Lost","4.5 Urwany kontakt","Tester Oprogramowania","2023-04-09","2023/4/16","Orange","Tak","Nie","Nie"
"143827","187645","2023-02-09 09:21:23","Zakwalifikowani","Lost","4.1 Niezainteresowany wsparciem HR","Tester Oprogramowania","2023-05-07","","Orange","Brak informacji","Brak informacji","Brak informacji"
"143768","185251","2023-02-08 16:18:58","Kandydaci","Open","","Frontend Developer - Pełny kurs","2023-06-25","2023/4/10 2023/9/5","Własne","Nie","","Nie"
"143765","182511","2023-02-08 16:10:06","Propozycja warsztatów","Lost","4.4 Przeterminowani","Frontend Developer - Pełny kurs","2023-06-25","2023/4/2 2023/8/35","Urząd Pracy","","",""
"143760","187870","2023-02-08 14:56:54","Propozycja warsztatów","Open","","UX Designer Flexi","2023-07-09","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143747","188094","2023-02-08 11:30:42","Po warsztatach CV","Open","","_old_Scrum Master","","2023/5/3","","Tak","Nie","Nie"
"143653","184208","2023-02-07 10:00:52","Kandydaci","Open","","_old_Scrum Master","","2023/4/7","","Tak","Brak informacji","Brak informacji"
"143632","160404","2023-02-06 14:28:16","Kandydaci","Open","","Frontend Developer - Js&React","2023-05-21","2023/7/6","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143629","188154","2023-02-06 14:20:30","Propozycja warsztatów","Open","","Frontend Developer - Js&React","2023-05-21","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143624","184438","2023-02-06 13:59:07","Kandydaci","Open","","Frontend Developer - Pełny kurs","2023-06-25","2023/6/41; 2023/10/31","Własne","Tak","Tak","Tak"
"143599","142128","2023-02-05 16:59:53","Po warsztatach CV","Open","","UX Designer","2023-06-04","2023/9/20","Urząd Pracy","Brak informacji","",""
"143573","188359","2023-02-04 18:16:38","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/11/19","Uniwersytet Sukcesu","","",""
"143570","173669","2023-02-04 18:14:14","Po warsztatach CV","Open","","UX Designer","2023-04-02","2023/4/29","Uniwersytet Sukcesu","Tak","Tak","Tak"
"143566","149972","2023-02-04 18:12:30","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/5/62","Uniwersytet Sukcesu","","",""
"143563","188358","2023-02-04 18:09:39","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","","Uniwersytet Sukcesu","","",""
"143560","188357","2023-02-04 18:07:43","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","","Uniwersytet Sukcesu","","",""
"143557","188356","2023-02-04 18:05:25","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/9/63","Uniwersytet Sukcesu","","",""
"143554","188355","2023-02-04 18:03:26","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","","Uniwersytet Sukcesu","","",""
"143551","188354","2023-02-04 18:00:54","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/11/18","Uniwersytet Sukcesu","","",""
"143549","170358","2023-02-04 17:58:39","Po warsztatach CV","Open","","UX Designer","2023-04-02","","Uniwersytet Sukcesu","Tak","Tak","Tak"
"143546","170434","2023-02-04 17:57:07","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/11/16","Uniwersytet Sukcesu","","",""
"143542","169197","2023-02-04 17:53:45","Po warsztatach CV","Open","","UX Designer","2023-04-02","2023/8/62","Uniwersytet Sukcesu","Nie","",""
"143539","174611","2023-02-04 17:51:44","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","","Uniwersytet Sukcesu","","",""
"143537","188353","2023-02-04 17:48:15","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","","Uniwersytet Sukcesu","","",""
"143534","164307","2023-02-04 17:46:01","Po warsztatach CV","Open","","UX Designer","2023-04-02","","Uniwersytet Sukcesu","Tak","Tak","Tak"
"143529","164390","2023-02-04 17:43:37","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/5/61","Uniwersytet Sukcesu","","",""
"143525","188351","2023-02-04 17:41:16","Propozycja warsztatów","Lost","4.4 Przeterminowani","UX Designer","2023-04-02","2023/4/30","Uniwersytet Sukcesu","","",""
"143523","188350","2023-02-04 17:30:19","Po warsztatach CV","Open","","UX Designer","2023-04-02","2023/11/17","Uniwersytet Sukcesu","Brak informacji","",""
"143519","188348","2023-02-04 17:27:02","Po warsztatach CV","Open","","UX Designer","2023-04-02","2023/4/47","Uniwersytet Sukcesu","Nie","",""
"143353","177486","2023-02-02 15:17:58","Po warsztatach CV","Open","","Tester Oprogramowania","","2023/4/24","","Tak","Nie","Nie"
"143296","185077","2023-02-01 13:13:59","Propozycja warsztatów","Lost","4.4 Przeterminowani","","","2023/3/11","","","",""
"143298","172561","2023-02-01 13:13:59","Po warsztatach CV","Open","","","","","","Brak informacji","",""
"143270","179976","2023-01-31 19:51:04","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143267","146751","2023-01-31 19:46:04","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","2023/4/5","Amazon","Brak informacji","",""
"143265","187429","2023-01-31 19:41:23","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","2023/4/37","Amazon","Tak","Nie","Nie"
"143264","161947","2023-01-31 19:37:44","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/11/51","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143262","187189","2023-01-31 19:33:55","Propozycja warsztatów","Lost","4.4 Przeterminowani","Tester Oprogramowania","2023-03-26","","","","",""
"143259","187022","2023-01-31 19:29:57","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Nie szuka","",""
"143258","186263","2023-01-31 19:26:39","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143256","184437","2023-01-31 19:23:41","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143254","185323","2023-01-31 19:18:57","Kandydaci","Open","","Tester Oprogramowania","2023-03-26","2023/4/50","Amazon","Tak","Nie","Nie"
"143252","185927","2023-01-31 19:15:33","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143248","185412","2023-01-31 19:10:54","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143232","185125","2023-01-31 19:06:33","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143229","185119","2023-01-31 19:03:43","Kandydaci","Open","","Tester Oprogramowania","2023-03-26","2023/5/1","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143226","184405","2023-01-31 19:00:56","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","2023/4/18","","Tak","Tak","Tak"
"143217","184904","2023-01-31 16:22:17","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143214","183912","2023-01-31 16:13:41","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/12","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143210","179468","2023-01-31 16:06:39","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143208","183698","2023-01-31 15:50:33","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143206","183230","2023-01-31 15:44:18","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/3","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143204","183841","2023-01-31 15:41:31","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","2023/4/11","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143202","184168","2023-01-31 15:37:18","Kandydaci","Open","","Tester Oprogramowania","2023-03-26","2023/4/1","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143199","187104","2023-01-31 15:33:01","Po warsztatach CV","Open","","Tester Oprogramowania","2023-03-26","2023/4/15","Amazon","Brak informacji","",""
"143197","182516","2023-01-31 15:29:53","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143196","165875","2023-01-31 15:21:07","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/33","Amazon","Nie - nadal w tej samej pracy","Nie","Nie"
"143193","182066","2023-01-31 15:18:06","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143191","182658","2023-01-31 15:10:44","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/17","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143186","182493","2023-01-31 14:41:03","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/3/83","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143184","174705","2023-01-31 14:36:54","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/32","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143182","180242","2023-01-31 14:32:47","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143176","187617","2023-01-31 13:52:56","Propozycja warsztatów","Lost","4.4 Przeterminowani","Business Intelligence","2023-07-16","2023/7/22","","","",""
"143175","175754","2023-01-31 13:48:29","Propozycja warsztatów","Open","","Tester Oprogramowania","2023-03-26","2023/4/31","Amazon","Brak informacji","Brak informacji","Brak informacji"
"143051","187260","2023-01-30 15:11:29","Propozycja warsztatów","Open","","Data Science - SQL","2023-04-16","","Amazon","Tak","Nie","Tak"
